Y_test,A_test,Y_score_raw_data,Y_pred_raw_data,Y_score_standard_PCA,Y_pred_standard_PCA,Y_score_fair_PCA,Y_pred_fair_PCA,Y_score_LAFTR,Y_pred_LAFTR
1,0,0.3225572431770794,0,0.33248461386180916,0,0.3979041744708628,0,0.3565233485705485,0
0,1,0.07349321585914194,0,0.06851573333878705,0,0.17842441450727964,0,0.10526991842266828,0
0,0,0.26100222580989796,0,0.27558195616040454,0,0.13056677390218338,0,0.3214923689879629,0
0,1,0.2611113203583532,0,0.35670156238338174,0,0.5997757001486975,1,0.18846698851227087,0
0,1,0.7407699728868383,1,0.6520273672183079,1,0.78805099889029,1,0.9052318500801939,1
1,0,0.9450871426817727,1,0.3680976482573724,0,0.1859566576964932,0,0.9891163467886104,1
0,0,0.3916010339957759,0,0.401783132117497,0,0.2079989926315711,0,0.5507137780729193,1
0,0,0.03228666199711196,0,0.06778276640704019,0,0.03779506224036395,0,0.009111112916710067,0
1,0,0.999995679198817,1,0.968241986026029,1,0.9535663198162658,1,0.9999993385980501,1
1,0,0.5380378260157581,1,0.7021174784352457,1,0.640813823695129,1,0.6300659159572398,1
0,1,0.009813462136509818,0,0.00907811223630193,0,0.03872804440450211,0,0.03488552793359913,0
0,0,0.013215817350183526,0,0.012948360652886695,0,0.009055246389196801,0,0.0009017407017011765,0
0,0,0.023955530369937743,0,0.02948796104598594,0,0.01585956689544109,0,0.007977421375995997,0
0,1,0.12599943651763604,0,0.2528725052936728,0,0.4493181236047523,0,0.12037942079367618,0
1,1,0.6125936475872327,1,0.5612879137587244,1,0.6120801567149364,1,0.5531783069013111,1
0,0,0.7404604719943529,1,0.7618845114824214,1,0.6732466990698308,1,0.7697946573893361,1
0,0,0.2606078455345411,0,0.0927597003493375,0,0.09325353764669086,0,0.07494859040433997,0
1,0,0.79378458779403,1,0.8385031411209874,1,0.8087138432646065,1,0.8050421257163379,1
1,0,0.26099238344356895,0,0.3005869953788024,0,0.2797125350074349,0,0.057591095886671696,0
0,0,0.032242400586514064,0,0.026745169169178566,0,0.013587568195635781,0,0.0011175294336787773,0
0,1,0.024006002035569556,0,0.026763716613665767,0,0.09346273216632783,0,0.08024927698554915,0
0,1,0.017832450059967666,0,0.017406861458426535,0,0.0680582809838996,0,0.06131052011352809,0
0,0,0.2610127144534945,0,0.25693603374721213,0,0.2959073006123817,0,0.22725248926098554,0
0,1,0.005403011726785115,0,0.004998314453747868,0,0.024343247110674544,0,0.0004827301824433677,0
