Y_test,A_test,Y_score_raw_data,Y_pred_raw_data,Y_score_standard_PCA,Y_pred_standard_PCA,Y_score_fair_PCA,Y_pred_fair_PCA,Y_score_LAFTR,Y_pred_LAFTR
1,0,0.47710758146751037,0,0.41559328825585196,0,0.42953340888154895,0,0.4046196300866132,0
0,1,0.07850926962643981,0,0.0654141697287705,0,0.19548085301932774,0,0.1075325543162164,0
0,0,0.22888291000329714,0,0.24118620912122885,0,0.13027635970187557,0,0.2699358226509339,0
0,1,0.26301535106911317,0,0.32348014512507883,0,0.5454528000523009,1,0.13530498529888066,0
0,1,0.7610070916302745,1,0.6758867404371024,1,0.7971833394428756,1,0.9159026741115223,1
1,0,0.9713376965130216,1,0.40549906641913036,0,0.2169122549777779,0,0.9905330719899399,1
0,0,0.3685772311378199,0,0.39252986502871917,0,0.2074736042847869,0,0.5111937941628978,1
0,0,0.02270973769626149,0,0.033676530671513154,0,0.02043957285158882,0,0.007253808783473053,0
1,0,0.9991957909378874,1,0.9670161338771918,1,0.9467901556843706,1,0.9995610523319467,1
1,0,0.521086770399671,1,0.6862947506842833,1,0.5997977244641994,1,0.626600717655354,1
0,1,0.007814517981341824,0,0.008110929532489767,0,0.035756068044000104,0,0.033799942878844,0
0,0,0.010242101634889825,0,0.009894601922926785,0,0.007787089759899115,0,0.0008220332913514605,0
0,0,0.024690379118479416,0,0.02455195266263704,0,0.015800830414237143,0,0.006968530229800945,0
0,1,0.11099395808335638,0,0.2132607329140208,0,0.4111455548908922,0,0.1221567517878617,0
1,1,0.5426105189634891,1,0.561381166185502,1,0.6623435883111998,1,0.5103266161248429,1
0,0,0.6868235778678419,1,0.7690008655328794,1,0.681726598062084,1,0.7790118545295248,1
0,0,0.1605062014353647,0,0.08232326909218014,0,0.07904512283588332,0,0.07556278260229177,0
1,0,0.8152499603693153,1,0.851822794498368,1,0.7921184565632987,1,0.8304605384888061,1
1,0,0.2515339251578395,0,0.3249557209202725,0,0.30096214166345536,0,0.061404886092642434,0
