Y_test,A_test,Y_score_raw_data,Y_pred_raw_data,Y_score_standard_PCA,Y_pred_standard_PCA,Y_score_fair_PCA,Y_pred_fair_PCA,Y_score_LAFTR,Y_pred_LAFTR
0,1,0.3310040941680516,0,0.37539865256010235,0,0.44505984123993453,0,0.3736465098943237,0
0,1,0.33096015066091355,0,0.23140411120758692,0,0.2666550096253101,0,0.22528754407023555,0
0,1,0.33104327086633406,0,0.4869242875733028,0,0.47874505388987065,0,0.5915411496410057,1
1,1,0.33094514254009344,0,0.2584199440241258,0,0.25577314967557035,0,0.3516664172720137,0
0,1,0.33092454707371277,0,0.23742103988416394,0,0.2687585721962717,0,0.09160092710543387,0
0,1,0.6544859193446502,1,0.4806334717224628,0,0.457052402845251,0,0.25742840710005777,0
1,0,0.6545652154248505,1,0.5131115893939509,1,0.4651601322733451,0,0.599374663384936,1
1,0,0.6546104858829138,1,0.7702178973247058,1,0.6696742879216305,1,0.6473601810031471,1
0,0,0.6544940109007583,1,0.40710358203766284,0,0.3721210340711784,0,0.47804234652648586,0
1,1,0.6545672457295475,1,0.7083351746321307,1,0.736267807574252,1,0.7312594944342203,1
0,1,0.6545647226273417,1,0.7001047703974359,1,0.7305795291682572,1,0.5981923984400169,1
0,1,0.6544881550797791,1,0.31880372996624023,0,0.39696393724119045,0,0.33657394980811234,0
0,0,0.6544792388622396,1,0.3455049920981122,0,0.31260114753838203,0,0.2765918354607795,0
0,1,0.33096622295584344,0,0.22799731425193562,0,0.30986046758515917,0,0.1962221357111499,0
0,0,0.33096942019399184,0,0.35446899324075953,0,0.23470460032321835,0,0.20488003425114695,0
1,0,0.3310354352776338,0,0.3442135527350943,0,0.33692652140365664,0,0.28099673942309117,0
0,0,0.6546656987403728,1,0.7602912740791705,1,0.7535561709591329,1,0.8988392434409123,1
0,1,0.6545033238858513,1,0.38884469775995434,0,0.4864432902746693,0,0.43993165453953265,0
0,0,0.3309565198589291,0,0.23841069578995658,0,0.21580288280816898,0,0.3831169844418636,0
1,0,0.654562113811753,1,0.6446395597252839,1,0.5727924487405689,1,0.4759448805681502,0
1,0,0.6545363484172072,1,0.5531797507096594,1,0.5,0,0.5704164858189527,1
1,1,0.6545599111373889,1,0.6990202424182586,1,0.6780545079447879,1,0.4050899863626851,0
1,1,0.6546298715549097,1,0.7518821390888719,1,0.8156149923603098,1,0.758287074883923,1
1,1,0.3310081493318639,0,0.3760004569070216,0,0.41627959922957264,0,0.3525911440405589,0
0,1,0.3309286015679048,0,0.23790317786447968,0,0.2461281236461267,0,0.1102525296378443,0
1,1,0.6546152222299679,1,0.6823792353336431,1,0.7626227156917688,1,0.7675121078405927,1
0,1,0.3309976344787516,0,0.34102874831203006,0,0.35988992796634633,0,0.3325788204240333,0
0,1,0.6545862467732262,1,0.7136391863758075,1,0.7809551587898577,1,0.6819583349833629,1
1,0,0.654509205533623,1,0.5416234633722007,1,0.41568324773363413,0,0.5064320161182267,1
0,1,0.3310429767565219,0,0.41638547040785084,0,0.4949888514354597,0,0.5,0
0,1,0.6545615655747637,1,0.7036819757792132,1,0.7559449843734882,1,0.6186094231748421,1
0,0,0.6544973228296908,1,0.40415813719474836,0,0.361031381555563,0,0.48435231657129446,0
0,1,0.33096069659116284,0,0.2764148926182352,0,0.31371885830235113,0,0.32349657463311143,0
0,0,0.3309766136172694,0,0.3670986225584066,0,0.266706467566701,0,0.21216110014230105,0
1,0,0.6546793632529625,1,0.8189491114971356,1,0.7608153366074331,1,0.8904363371849322,1
1,1,0.6545535852716684,1,0.5645652120395961,1,0.5925508392155449,1,0.47380208959002074,0
0,0,0.3309716950779646,0,0.4287881911091228,0,0.2743754953419132,0,0.2890178156710786,0
0,1,0.6545548468431535,1,0.5694677514733544,1,0.5961631189163926,1,0.5456502530473004,1
1,1,0.6545980815797697,1,0.7057101191985387,1,0.7735683938854554,1,0.7132707944231109,1
1,0,0.3310205992068059,0,0.4041529275560266,0,0.3178410572619367,0,0.35053517319369176,0
1,1,0.6545399574474107,1,0.48716003361316945,0,0.542945683190623,1,0.58918526023074,1
1,1,0.6546286101127928,1,0.7481771426123722,1,0.813413644238593,1,0.80291704918178,1
1,0,0.654562113811753,1,0.6446395597252839,1,0.5727924487405689,1,0.4759448805681502,0
0,1,0.3308901686467437,0,0.2019468956504127,0,0.23357688192291262,0,0.16285228313163924,0
0,1,0.3309995166170814,0,0.3056170003201525,0,0.330040160451891,0,0.2929759190032669,0
0,0,0.3310596326663331,0,0.3969768473463638,0,0.3903775113974666,0,0.3839272677836378,0
